"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Monica Gerson"||"7/23/2014 8:46:21 AM"|"Raymond James Initiates Broadridge Financial At Outperform"|"Analysts at Raymond James initiated coverage on shares of Broadridge Financial Solutions (NYSE: BR <http://feeds.benzinga.com/stock/br#NYSE> ) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/VdO-kqjBH5c> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/VdO-kqjBH5c/raymond-james-initiates-broadridge-financial-at-outperform> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Raymond James initiated coverage on shares of Broadridge Financial Solutions (NYSE: <a class=""ticker"" href=""/stock/br#NYSE"">BR</a>) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/VdO-kqjBH5c"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/VdO-kqjBH5c/raymond-james-initiates-broadridge-financial-at-outperform"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/23/2014 8:20:44 AM"|"JP Morgan Initiates Cooper Tire With Neutral"|"Analysts at JP Morgan initiated coverage on shares of Cooper Tire & Rubber Company (NYSE: CTB <http://feeds.benzinga.com/stock/ctb#NYSE> ) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/HL1zReSd0Ik> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/HL1zReSd0Ik/jp-morgan-initiates-cooper-tire-with-neutral> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at JP Morgan initiated coverage on shares of Cooper Tire &amp; Rubber Company (NYSE: <a class=""ticker"" href=""/stock/ctb#NYSE"">CTB</a>) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/HL1zReSd0Ik"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/HL1zReSd0Ik/jp-morgan-initiates-cooper-tire-with-neutral"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/23/2014 7:52:30 AM"|"Goldman Sachs Initiates Rubicon Technology At Sell, Shares Decline"|"Analysts at Goldman Sachs initiated coverage on shares of Rubicon Technology (NASDAQ: RBCN <http://feeds.benzinga.com/stock/rbcn#NASDAQ> ) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/tpZmlfOLRWU> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/tpZmlfOLRWU/goldman-sachs-initiates-rubicon-technology-at-sell-shares-d> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Goldman Sachs initiated coverage on shares of Rubicon Technology (NASDAQ: <a class=""ticker"" href=""/stock/rbcn#NASDAQ"">RBCN</a>) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/tpZmlfOLRWU"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/tpZmlfOLRWU/goldman-sachs-initiates-rubicon-technology-at-sell-shares-d"">View article...</A></p></body></html>"
|"Ali Berri"||"7/23/2014 3:58:47 PM"|"UPDATE: Morgan Stanley Initiates Coverage On Intuitive Surgical"|"In a report released Wednesday, Morgan Stanley analyst David ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/wMv4pnLrYFI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/wMv4pnLrYFI/update-morgan-stanley-initiates-coverage-on-intuitive-su> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Wednesday, Morgan Stanley analyst David ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/wMv4pnLrYFI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/wMv4pnLrYFI/update-morgan-stanley-initiates-coverage-on-intuitive-su"">View article...</A></p></body></html>"
|"Ali Berri"||"7/24/2014 11:32:49 AM"|"UPDATE: Vertical Initiates Coverage On Coupons.Com"|"In a report released Thursday, Vertical analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/lHzGbNrHm2A> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/lHzGbNrHm2A/update-vertical-initiates-coverage-on-coupons-com> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Thursday, Vertical analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/lHzGbNrHm2A"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/lHzGbNrHm2A/update-vertical-initiates-coverage-on-coupons-com"">View article...</A></p></body></html>"
|"Lisa Levin"||"7/24/2014 9:19:21 AM"|"Benzinga's Top Initiations"|"Analysts at Buckingham Research initiated coverage on Francesca's Holdings (NASDAQ: ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/L3OgDTZ8eFU> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/L3OgDTZ8eFU/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Buckingham Research initiated coverage on Francesca&#039;s Holdings (NASDAQ: ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/L3OgDTZ8eFU"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/L3OgDTZ8eFU/benzingas-top-initiations"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/24/2014 9:05:30 AM"|"Vertical Research Initiates Coupons.com At Sell"|"Analysts at Vertical Research initiated coverage on shares of ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/JIJrC622ABI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/JIJrC622ABI/vertical-research-initiates-coupons-com-at-sell> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Vertical Research initiated coverage on shares of ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/JIJrC622ABI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/JIJrC622ABI/vertical-research-initiates-coupons-com-at-sell"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/24/2014 9:04:24 AM"|"Barclays Initiates Equinix With Equal-Weight"|"Analysts at Barclays initiated coverage on shares of Equinix (NASDAQ: EQIX <http://feeds.benzinga.com/stock/eqix#NASDAQ> ) with a ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/IFdUMOv0Cng> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/IFdUMOv0Cng/barclays-initiates-equinix-with-equal-weight> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Barclays initiated coverage on shares of Equinix (NASDAQ: <a class=""ticker"" href=""/stock/eqix#NASDAQ"">EQIX</a>) with a ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/IFdUMOv0Cng"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/IFdUMOv0Cng/barclays-initiates-equinix-with-equal-weight"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/24/2014 9:03:22 AM"|"Canaccord Genuity Initiates CECO Environmental At Buy"|"Analysts at Canaccord Genuity initiated coverage on shares of CECO Environmental (NASDAQ: CECE <http://feeds.benzinga.com/stock/cece#NASDAQ> ) ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/u_IhpZt9jfY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/u_IhpZt9jfY/canaccord-genuity-initiates-ceco-environmental-at-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Canaccord Genuity initiated coverage on shares of CECO Environmental (NASDAQ: <a class=""ticker"" href=""/stock/cece#NASDAQ"">CECE</a>) ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/u_IhpZt9jfY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/u_IhpZt9jfY/canaccord-genuity-initiates-ceco-environmental-at-buy"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/24/2014 9:02:13 AM"|"Buckingham Research Initiates Francesca's With Neutral"|"Analysts at Buckingham Research initiated coverage on Francesca's Holdings (NASDAQ: FRAN <http://feeds.benzinga.com/stock/fran#NASDAQ> ) with ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/B8vzQMBpQlU> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/B8vzQMBpQlU/buckingham-research-initiates-francescas-with-neutral> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Buckingham Research initiated coverage on Francesca&#039;s Holdings (NASDAQ: <a class=""ticker"" href=""/stock/fran#NASDAQ"">FRAN</a>) with ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/B8vzQMBpQlU"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/B8vzQMBpQlU/buckingham-research-initiates-francescas-with-neutral"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/25/2014 8:25:08 AM"|"Citigroup Initiates Perfect World With Neutral"|"Analysts at Citigroup initiated coverage on Perfect World Co (NASDAQ: PWRD <http://feeds.benzinga.com/stock/pwrd#NASDAQ> ) with a ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/AK2G-REK4iE> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/AK2G-REK4iE/citigroup-initiates-perfect-world-with-neutral> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Citigroup initiated coverage on Perfect World Co (NASDAQ: <a class=""ticker"" href=""/stock/pwrd#NASDAQ"">PWRD</a>) with a ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/AK2G-REK4iE"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/AK2G-REK4iE/citigroup-initiates-perfect-world-with-neutral"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/25/2014 8:37:24 AM"|"Citigroup Initiates Weibo At Buy"|"Analysts at Citigroup initiated coverage on shares of Weibo (NASDAQ: ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/46rYuJA1kJw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/46rYuJA1kJw/citigroup-initiates-weibo-at-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Citigroup initiated coverage on shares of Weibo (NASDAQ: ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/46rYuJA1kJw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/46rYuJA1kJw/citigroup-initiates-weibo-at-buy"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/25/2014 8:28:32 AM"|"Buckingham Research Initiates Burlington Stores With Buy"|"Analysts at Buckingham Research initiated coverage on shares of Burlington Stores ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/vIuG1Fv2_u8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/vIuG1Fv2_u8/buckingham-research-initiates-burlington-stores-with-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Buckingham Research initiated coverage on shares of Burlington Stores ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/vIuG1Fv2_u8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/vIuG1Fv2_u8/buckingham-research-initiates-burlington-stores-with-buy"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/25/2014 8:27:05 AM"|"Gabelli Initiates Ophthotech At Buy"|"Analysts at Gabelli initiated coverage on shares of ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/G_C69U7GWgc> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/G_C69U7GWgc/gabelli-initiates-ophthotech-at-buy> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Gabelli initiated coverage on shares of ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/G_C69U7GWgc"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/G_C69U7GWgc/gabelli-initiates-ophthotech-at-buy"">View article...</A></p></body></html>"
|"Ali Berri"||"7/25/2014 3:24:33 PM"|"Analyst Round Up On Pandora "|"Pandora Media (NYSE: P <http://feeds.benzinga.com/stock/p#NYSE> ) reported Q2 2014 earnings Thursday, releasing an ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/2xk6szrPns0> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/2xk6szrPns0/analyst-round-up-on-pandora> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  <strong>Pandora Media</strong> (NYSE: <a class=""ticker"" href=""/stock/p#NYSE"">P</a>) reported Q2 2014 earnings Thursday, releasing an ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/2xk6szrPns0"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/2xk6szrPns0/analyst-round-up-on-pandora"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/25/2014 1:09:28 PM"|"Citigroup Sees Qihoo 360 Tripling Mobile Revenue In 2014"|"In a report dated July 24, Citigroup analyst Thomas Chong assumed coverage of Qihoo 360 ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/UrBRekSPTNo> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/UrBRekSPTNo/citigroup-sees-qihoo-360-tripling-mobile-revenue-in-2014> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report dated July 24, Citigroup analyst Thomas Chong assumed coverage of <strong>Qihoo 360 ...</strong></p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/UrBRekSPTNo"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/UrBRekSPTNo/citigroup-sees-qihoo-360-tripling-mobile-revenue-in-2014"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/25/2014 11:39:34 AM"|"Citigroup Initiates Coverage On A Number Of Chinese Internet Stocks"|"In a report dated July 24, Citigroup ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/UfRlE7LpDhs> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/UfRlE7LpDhs/citigroup-initiates-coverage-on-a-number-of-chinese-inte> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report dated July 24, Citigroup ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/UfRlE7LpDhs"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/UfRlE7LpDhs/citigroup-initiates-coverage-on-a-number-of-chinese-inte"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/25/2014 9:33:25 AM"|"UPDATE: Barrington Research Initiates Coverage On 2U On Good Revenue Model"|"In a report published Friday, Barrington Research ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/AnMzxQyT-M4> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/AnMzxQyT-M4/update-barrington-research-initiates-coverage-on-2u-on-g> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Friday, Barrington Research ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/AnMzxQyT-M4"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/AnMzxQyT-M4/update-barrington-research-initiates-coverage-on-2u-on-g"">View article...</A></p></body></html>"
